angkatan,periode_masuk,tanggal_masuk,program_studi,jalur_masuk,jalur_masuk_raw,beasiswa_kerjasama,asal_3t,jatah_sks,ips,sks_kumulatif,ipk,sub_angkatan,kurikulum,jenis_kelamin,agama,sekolah_asal,kabupaten_sekolah,propinsi_sekolah,kabupaten_ktp,propinsi_ktp,pekerjaan_wali,semester_akhir,status_akhir,source_year
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0.89,170,3.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surabaya,Jawa Timur,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.6,167,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0,150,3.29,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,DOSEN,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,167,3.58,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Kulonprogo,DI Yogyakarta,PEDAGANG,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.83,152,3.71,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,Karyawan Swasta,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,171,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Magelang,Jawa Tengah,PETANI/NELAYAN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,150,3.9,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bontang,Kalimantan Timur,Pensiunan Karyawan BUMN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0,159,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surakarta,Jawa Tengah,LAIN-LAIN,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0.83,164,3.28,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,DOSEN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0.89,169,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,154,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Bontang,Kalimantan Timur,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.67,153,3.67,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Pati,Jawa Tengah,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,161,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,150,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Budha,,,,Kota Medan,Sumatera Utara,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,150,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Pekanbaru,Riau,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,153,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0.1,21,0.1,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sragen,Jawa Tengah,PEGAWAI NEGERI,,MENGUNDURKAN DIRI,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0.78,164,3.37,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Karanganyar,Jawa Tengah,Karyawan BUMN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.25,149,3.58,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Bantul,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,162,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.75,164,3.64,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.5,155,3.43,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Medan,Sumatera Utara,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,156,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Padang,Sumatera Barat,TNI/POLRI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,159,3.63,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Hindu,,,,Kab. Sleman,DI Yogyakarta,Pegawai Negeri,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,0,21,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Purworejo,Jawa Tengah,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUTM,,,,2.11,21,2.11,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kediri,Jawa Timur,LAIN-LAIN,,MENGUNDURKAN DIRI,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,3.59,164,2.61,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUK,,,,3.42,151,3.19,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kab. Banggai,Sulawesi Tengah,,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,3.62,163,2.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Budha,,,,Kota Pekanbaru,Riau,WIRASWASTA,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUK,,,,0,69,1.63,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bontang,Kalimantan Timur,KARYAWAN SWASTA,,NON AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUK,,,,3.7,153,3.26,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bengkalis,Riau,Pegawai BUMN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,3.5,150,3.21,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Malang,Jawa Timur,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,2.71,151,3.04,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Bantul,DI Yogyakarta,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,3.75,156,3.43,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Gresik,Jawa Timur,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUK,,,,2.75,160,2.44,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Selatan,DKI Jakarta,Karyawan BUMN,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUK,,,,2.5,158,2.85,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Pekanbaru,Riau,KARYAWAN SWASTA,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,3.42,150,3.37,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sidoarjo,Jawa Timur,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUK,,,,0,162,2.74,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bengkalis,Riau,KARYAWAN SWASTA,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,PBUB,,,,3.75,150,3.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,,,,Kota Balikpapan,Kalimantan Timur,PENSIUNAN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,173,3.13,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bengkulu,Bengkulu,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,172,3.14,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,Wiraswasta,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,155,3.44,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kudus,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,1.15,179,3.3,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Depok,Jawa Barat,-,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,170,3.59,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kab. Sleman,DI Yogyakarta,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.44,153,3.21,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.25,164,3.27,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,153,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Jakarta Pusat,DKI Jakarta,Pekerja lepas,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,,180,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Semarang,Jawa Tengah,LAIN-LAIN,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.77,162,3.25,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,TENTARA NASIONAL INDONESIA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0.83,173,3.27,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,,,,Kab. Sleman,DI Yogyakarta,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.5,159,3.09,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Pekanbaru,Riau,KARYAWAN BUMN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,150,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.15,150,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bengkalis,Riau,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.83,159,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Palembang,Sumatera Selatan,GURU SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,164,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Muara Enim,Sumatera Selatan,Pedagang,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,171,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Medan,Sumatera Utara,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,170,3.75,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Semarang,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0.78,179,3.01,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,1.52,170,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Boyolali,Jawa Tengah,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,150,3.56,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sragen,Jawa Tengah,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0.83,170,3.24,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,156,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,-,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,175,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sragen,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,156,3.41,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Pangkal Pinang,Kepulauan Bangka Belitung,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3,167,3.02,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,151,3.18,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Agam,Sumatera Barat,PENSIUNAN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0,21,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Kubu Raya,Kalimantan Barat,LAIN-LAIN,,NON AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,156,3.35,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Tangerang Selatan,Banten,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.83,156,3.48,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,Tidak bekerja,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0,119,1.85,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Pematang Siantar,Sumatera Utara,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,173,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,PENSIUNAN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,172,3.38,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sragen,Jawa Tengah,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.42,159,3.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,176,3.2,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Dumai,Riau,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,156,3.44,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Cilegon,Banten,PENSIUNAN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,152,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Semarang,Jawa Tengah,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0.78,170,3.24,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Karanganyar,Jawa Tengah,PENSIUNAN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,173,3.18,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,Tidak Bekerja,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,170,3.59,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Solok,Sumatera Barat,-,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,159,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0.24,21,0.24,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,MENGUNDURKAN DIRI,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,150,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sragen,Jawa Tengah,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0.83,170,3.24,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Malang,Jawa Timur,PENSIUNAN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.19,167,2.78,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Surabaya,Jawa Timur,PEGAWAI NEGERI,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,156,3.67,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Semarang,Jawa Tengah,PNS,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.16,189,3.13,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kab. Sleman,DI Yogyakarta,-,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,159,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Semarang,Jawa Tengah,Pensiunan BUMN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,157,3.14,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0,173,2.89,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0.96,33,1.06,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,DOSEN,,NON AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,167,3.18,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Gunungkidul,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,153,3.34,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Klaten,Jawa Tengah,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.6,159,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surakarta,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,153,3.34,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surakarta,Jawa Tengah,WIRASWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,150,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,149,3.06,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,161,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Temanggung,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,1,168,3.29,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,DOSEN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,162,3.48,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purworejo,Jawa Tengah,LAIN-LAIN,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,159,3.25,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surakarta,Jawa Tengah,KARYAWAN SWASTA,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,155,3.17,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Jakarta Timur,DKI Jakarta,PEGAWAI NEGERI,,LULUS,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0.15,55,0.09,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,MENGUNDURKAN DIRI,2020
2020,GASAL 2020,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,158,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Surakarta,Jawa Tengah,WIRASWASTA,,LULUS,2020
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,148,3.06,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Bontang,Kalimantan Timur,PENSIUN,,AKTIF,2021
2021,GASAL 2021,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,,147,2.97,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Surabaya,Jawa Timur,Dosen Universitas,,AKTIF,2021
