angkatan,periode_masuk,tanggal_masuk,program_studi,jalur_masuk,jalur_masuk_raw,beasiswa_kerjasama,asal_3t,jatah_sks,ips,sks_kumulatif,ipk,sub_angkatan,kurikulum,jenis_kelamin,agama,sekolah_asal,kabupaten_sekolah,propinsi_sekolah,kabupaten_ktp,propinsi_ktp,pekerjaan_wali,semester_akhir,status_akhir,source_year
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,123,3.23,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,SMAN 1 DOLOKSANGGUL,Kab. Humbang Hasundutan,Sumatera Utara,Kab. Humbang Hasundutan,Sumatera Utara,PEGAWAI NEGERI SIPIL,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.89,125,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Klaten,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,118,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 MATARAM,Kota Mataram,Nusa Tenggara Barat,Kab. Sidoarjo,Jawa Timur,-,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,119,3.24,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA NEGERI 04,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,KARYAWAN SWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,116,2.96,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAS METHODIST 2 MEDAN,Kota Medan,Sumatera Utara,Kota Medan,Sumatera Utara,WIRASWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,125,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 MATARAM,Kota Mataram,Nusa Tenggara Barat,Kota Mataram,Nusa Tenggara Barat,PEGAWAI NEGERI,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,,120,3.32,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAN 8 MALINAU,Kab. Malinau,Kalimantan Utara,Kab. Sidoarjo,Jawa Timur,WIRASWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,,118,2.86,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 BANJARMASIN,Kota Banjarmasin,Kalimantan Selatan,Kota Makasar,Sulawesi Selatan,PEGAWAI BUMN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,,123,3.19,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 2 KOTA TANGERANG SELATAN,Kota Tangerang Selatan,Banten,Kota Jakarta Pusat,DKI Jakarta,PEGAWAI NEGERI,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,127,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,DOSEN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,118,3.14,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bandung,Jawa Barat,PEGAWAI NEGERI,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.69,128,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PENSIUNAN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,0,17,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kerawang,Jawa Barat,KARYAWAN SWASTA,,NON AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.87,123,3.77,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Cilacap,Jawa Tengah,PEGAWAI NEGERI,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,117,3.15,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Kudus,Jawa Tengah,PENSIUNAN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,2.62,17,2.62,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAS IT IBNU ABBAS,Kab. Klaten,Jawa Tengah,Kab. Kudus,Jawa Tengah,PEGAWAI NEGERI,,MENGUNDURKAN DIRI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,117,3.35,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Cirebon,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,0.64,93,1.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bandar Lampung,Lampung,WIRASWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,123,3.66,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA BIDANG PERDAGANGAN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,120,3.37,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sleman,DI Yogyakarta,LAIN-LAIN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.74,118,3,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Ternate,Maluku Utara,DOSEN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,120,3.22,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Klaten,Jawa Tengah,WIRASWASTA BIDANG PERTANIAN/PERKEBUNAN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.73,124,3.31,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Magelang,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.88,128,3.44,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Ngawi,Jawa Timur,KARYAWAN SWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,125,3.62,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Pematang Siantar,Sumatera Utara,Pesiunan,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.8,121,3.16,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,119,3.3,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Medan,Sumatera Utara,Tidak Bekerja,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,117,3.28,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA BIDANG PETERNAKAN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,119,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Magelang,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,3.78,121,3.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Pusat,DKI Jakarta,LAIN-LAIN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,125,3.34,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,,,,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA BIDANG PERDAGANGAN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,128,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Padang,Sumatera Barat,PETANI/NELAYAN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,,126,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Semarang,Jawa Tengah,TIDAK BEKERJA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBT,SNBT,,,,0,17,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Pekanbaru,Riau,PENSIUNAN,,NON AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,119,3.23,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,MAN 2 PEKANBARU,Kota Pekanbaru,Riau,Kota Pekanbaru,Riau,PEGAWAI BUMN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,120,3.31,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 CILACAP,Kab. Cilacap,Jawa Tengah,Kab. Cilacap,Jawa Tengah,PEGAWAI BUMN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,121,3.23,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAIT ABU BAKAR BOARDING SCHOOL KULON PROGO,Kab. Kulonprogo,DI Yogyakarta,Kab. Temanggung,Jawa Tengah,WIRASWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,125,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 4 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Surakarta,Jawa Tengah,DOSEN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.77,123,3.27,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAN 1 BALIGE,Kab. Toba Samosir,Sumatera Utara,Kab. Toba Samosir,Sumatera Utara,PENSIUNAN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.85,120,3.28,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA IT IKHSANUL FIKRI MUNGKID,Kab. Magelang,Jawa Tengah,Kab. Sleman,DI Yogyakarta,KARYAWAN SWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,126,3.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 8 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Tasikmalaya,Jawa Barat,PENSIUNAN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.6,111,2.88,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 1 SEWON,Kab. Bantul,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,129,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Sleman,DI Yogyakarta,WIRASWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,129,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.77,85,2.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAS GIBS,Kab. Barito Kuala,Kalimantan Selatan,Kota Malang,Jawa Timur,KARYAWAN SWASTA,,KAMPUS MERDEKA,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,123,3.48,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA BIDANG PERDAGANGAN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.82,116,3.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA KHADIJAH SURABAYA,Kota Surabaya,Jawa Timur,Kota Surabaya,Jawa Timur,KARYAWAN SWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,116,3.15,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Sleman,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.94,73,1.61,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,MAS BONTOMARANNU,Kab. Takalar,Sulawesi Selatan,Kab. Takalar,Sulawesi Selatan,Buruh Nelayan,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0,17,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,SMAS SANTO THOMAS 1 MEDAN,Kota Medan,Sumatera Utara,Kab. Batanghari,Jambi,PEGAWAI NEGERI,,NON AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,128,3.34,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA BIDANG JASA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,124,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 KARANGANYAR,Kab. Karanganyar,Jawa Tengah,Kab. Karanganyar,Jawa Tengah,LAIN-LAIN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,Kota Batam,,,120,3.1,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,SMA NEGERI 2 PEKANBARU,Kota Pekanbaru,Riau,Kota Batam,Kepulauan Riau,Karyawan Swasta,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,128,3.67,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,SMAN 2 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Tanggamus,Lampung,PENSIUNAN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,131,3.68,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Budha,SMAN 1 SUNGAI LIAT,Kab. Bangka,Kepulauan Bangka Belitung,Kab. Bangka,Kepulauan Bangka Belitung,LAIN-LAIN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.92,84,2.17,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,KAMPUS MERDEKA,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,106,2.72,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 2 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,131,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kab. Bantul,DI Yogyakarta,Pensiun,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.31,106,2.38,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI UNGGUL TUNAS BANGSA,Kab. Aceh Barat Daya,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,Nanggroe Aceh Darussalam,PEGAWAI NEGERI,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,122,3.12,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 53 JAKARTA,Kota Jakarta Timur,DKI Jakarta,Kota Jakarta Timur,DKI Jakarta,KARYAWAN SWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.69,123,3.2,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 MAGELANG,Kota Magelang,Jawa Tengah,Kota Magelang,Jawa Tengah,PENSIUNAN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,127,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 3 PURWOKERTO,Kab. Banyumas,Jawa Tengah,Kab. Cilacap,Jawa Tengah,PENSIUNAN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.4,37,3.41,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Budha,SMA SWASTA F. TANDEAN,Kota Tebing Tinggi,Sumatera Utara,Kota Tebing Tinggi,Sumatera Utara,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,123,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMA SANTA MARIA PEKANBARU,Kota Pekanbaru,Riau,Kota Pekanbaru,Riau,LAIN-LAIN,,REGISTRASI,2023
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.06,61,2.99,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA CIPUTRA,Kota Surabaya,Jawa Timur,Kota Surabaya,Jawa Timur,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,1.22,71,1.9,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA INSAN RABBANY,Kota Tangerang Selatan,Banten,Kota Jakarta Pusat,DKI Jakarta,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.4,84,3.47,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Balikpapan,Kalimantan Timur,PENSIUNAN,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.6,49,1.97,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS ISLAM AL-AZHAR 4,Kota Bekasi,Jawa Barat,Kota Bekasi,Jawa Barat,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.17,49,1.76,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,PKBM FARADIKA,Kota Jakarta Timur,DKI Jakarta,Kab. Banjarnegara,Jawa Tengah,KARYAWAN SWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.55,84,3.36,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Katolik,SMA NEGERI 1 PATI,Kab. Pati,Jawa Tengah,Kota Semarang,Jawa Tengah,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.59,84,3.23,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Budha,SMAS WITAMA NASIONAL PLUS,Kota Pekanbaru,Riau,Kota Pekanbaru,Riau,WIRASWASTA,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,0,17,0,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA LABSCHOOL KEBAYORAN,Kota Jakarta Selatan,DKI Jakarta,Kota Jakarta Selatan,DKI Jakarta,WIRASWASTA,,NON AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.76,84,3.17,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Katolik,SMA NEGERI 13,Kota Semarang,Jawa Tengah,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,0,35,0,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Islam,SMA LABSCHOOL RAWAMANGUN,Kota Jakarta Timur,DKI Jakarta,Kota Jakarta Timur,DKI Jakarta,LAIN-LAIN,,MENGUNDURKAN DIRI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.46,77,3.08,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS ISLAM TERPADU NURUL FIKRI,Kota Depok,Jawa Barat,Kota Jakarta Barat,DKI Jakarta,PEGAWAI BUMN,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.77,63,2.22,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS LABSCHOOL CIBUBUR,Kota Bekasi,Jawa Barat,Kota Jakarta Timur,DKI Jakarta,DOSEN,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.85,73,2.63,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMAS MADANIA,Kab. Bogor,Jawa Barat,Kabupaten/Kota Lain-lain,Luar Negeri,PEGAWAI NEGERI,,REGISTRASI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,0,17,0,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA SUMBANGSIH,Kota Jakarta Selatan,DKI Jakarta,Kota Jakarta Selatan,DKI Jakarta,PEGAWAI BUMN,,NON AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,0,35,0,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA LABSCHOOL KEBAYORAN,Kota Jakarta Selatan,DKI Jakarta,Kota Jakarta Selatan,DKI Jakarta,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,2.2,37,2.4,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,P,Islam,SMA SWASTA ISLAM PLUS ADZKIA,Kota Medan,Sumatera Utara,Kota Medan,Sumatera Utara,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,0,17,0,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Islam,SMA KHALIFA INSAN MADANI SEJAHTERA,Kota Tangerang Selatan,Banten,Kota Jakarta Selatan,DKI Jakarta,WIRASWASTA,,NON AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,IUP,Internasional,,,,3.03,77,2.73,IUP,S1 TEKNOLOGI INFORMASI IUP 2024,L,Katolik,SMAS KOLESE DE BRITTO DEPOK,Kab. Sleman,DI Yogyakarta,Kota Tangerang,Banten,WIRASWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.54,88,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Bekasi,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2024
2024,GASAL 2024,,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,0.5,37,1.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAS YAYASAN PUPUK KALTIM BONTANG,Kota Bontang,Kalimantan Timur,Kota Bontang,Kalimantan Timur,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2024
